Customer ID,Season
428,Winter
429,Winter
430,Winter
431,Summer
432,Winter
433,Fall
434,Fall
435,Spring
436,Winter
437,Summer
438,Summer
439,Winter
440,Summer
441,Winter
442,Winter
443,Fall
444,Summer
445,Summer
446,Fall
447,Summer
448,Spring
449,Summer
450,Summer
451,Summer
452,Summer
453,Summer
454,Winter
455,Summer
456,Fall
457,Fall
458,Spring
459,Winter
460,Winter
461,Summer
462,Winter
463,Fall
464,Summer
465,Winter
466,Summer
467,Winter
468,Spring
469,Fall
470,Fall
471,Summer
472,Winter
473,Winter
474,Spring
475,Summer
476,Summer
477,Spring
478,Summer
479,Winter
480,Winter
481,Summer
482,Fall
483,Winter
484,Fall
485,Summer
486,Spring
487,Fall
488,Winter
489,Spring
490,Summer
491,Winter
492,Summer
493,Fall
494,Summer
495,Winter
496,Fall
497,Fall
498,Winter
499,Spring
500,Winter
501,Fall
502,Spring
503,Fall
504,Summer
505,Winter
506,Spring
507,Fall
508,Spring
509,Winter
510,Summer
511,Fall
512,Fall
513,Winter
514,Fall
515,Winter
516,Spring
517,Fall
518,Fall
519,Fall
520,Summer
521,Spring
522,Winter
523,Spring
524,Spring
525,Summer
526,Spring
527,Winter
528,Winter
529,Winter
530,Fall
531,Winter
532,Fall
533,Winter
534,Spring
535,Fall
536,Spring
537,Fall
538,Summer
539,Spring
540,Winter
541,Spring
542,Fall
543,Spring
544,Spring
545,Summer
546,Summer
547,Winter
548,Winter
549,Winter
550,Fall
551,Summer
552,Fall
553,Fall
554,Winter
555,Summer
556,Fall
557,Winter
558,Spring
559,Fall
560,Fall
561,Fall
562,Fall
563,Summer
564,Fall
565,Winter
566,Fall
567,Spring
568,Winter
569,Summer
570,Fall
571,Fall
572,Spring
573,Summer
574,Summer
575,Fall
576,Fall
577,Winter
578,Fall
579,Fall
580,Winter
581,Spring
582,Winter
583,Spring
584,Spring
585,Spring
586,Fall
587,Winter
588,Fall
589,Fall
590,Fall
591,Fall
592,Fall
593,Fall
594,Winter
595,Winter
596,Summer
597,Summer
598,Summer
599,Winter
600,Spring
601,Spring
602,Summer
603,Summer
604,Winter
605,Fall
606,Winter
607,Spring
608,Fall
609,Fall
610,Fall
611,Summer
612,Winter
613,Fall
614,Fall
615,Winter
616,Summer
617,Spring
618,Fall
619,Spring
620,Summer
621,Fall
622,Fall
623,Spring
624,Fall
625,Fall
626,Fall
627,Spring
628,Winter
629,Fall
630,Spring
631,Fall
632,Summer
633,Winter
634,Spring
635,Summer
636,Fall
637,Summer
638,Winter
639,Summer
640,Spring
641,Summer
642,Winter
643,Spring
644,Winter
645,Summer
646,Summer
647,Spring
648,Summer
649,Winter
650,Spring
651,Spring
652,Summer
653,Winter
654,Winter
655,Summer
656,Fall
657,Summer
658,Winter
659,Fall
660,Spring
661,Fall
662,Fall
663,Fall
664,Fall
665,Winter
666,Spring
667,Winter
668,Winter
669,Fall
670,Spring
671,Spring
672,Winter
673,Winter
674,Spring
675,Winter
676,Spring
677,Winter
678,Summer
679,Fall
680,Fall
681,Spring
682,Winter
683,Summer
684,Winter
685,Summer
686,Winter
687,Fall
688,Winter
689,Summer
690,Summer
691,Spring
692,Summer
693,Spring
694,Spring
695,Fall
696,Summer
697,Fall
698,Summer
699,Winter
700,Fall
701,Winter
702,Fall
703,Winter
704,Summer
705,Spring
706,Summer
707,Summer
708,Spring
709,Summer
710,Summer
711,Spring
712,Spring
713,Summer
714,Summer
715,Fall
716,Spring
717,Spring
718,Spring
719,Summer
720,Summer
721,Fall
722,Summer
723,Summer
724,Fall
725,Fall
726,Winter
727,Summer
728,Winter
729,Winter
730,Summer
731,Summer
732,Spring
733,Spring
734,Fall
735,Winter
736,Fall
737,Spring
738,Spring
739,Winter
740,Summer
741,Summer
742,Summer
743,Summer
744,Fall
745,Spring
746,Fall
747,Winter
748,Spring
749,Fall
750,Winter
751,Fall
752,Fall
753,Fall
754,Fall
755,Spring
756,Spring
757,Summer
758,Fall
759,Summer
760,Winter
761,Fall
762,Fall
763,Fall
764,Spring
765,Fall
766,Summer
767,Winter
768,Fall
769,Spring
770,Spring
771,Spring
772,Fall
773,Fall
774,Winter
775,Summer
776,Winter
777,Spring
778,Spring
779,Summer
780,Spring
781,Spring
782,Winter
783,Summer
784,Winter
785,Winter
786,Spring
787,Winter
788,Spring
789,Summer
790,Fall
791,Summer
792,Summer
793,Spring
794,Summer
795,Winter
796,Summer
797,Fall
798,Fall
799,Spring
800,Summer
801,Summer
802,Fall
803,Winter
804,Winter
805,Summer
806,Summer
807,Summer
808,Winter
809,Fall
810,Fall
811,Fall
812,Winter
813,Summer
814,Summer
815,Winter
816,Spring
817,Summer
818,Spring
819,Winter
820,Winter
821,Spring
822,Spring
823,Winter
824,Winter
825,Spring
826,Fall
827,Winter
828,Fall
829,Fall
830,Spring
831,Fall
832,Summer
833,Fall
834,Fall
835,Summer
836,Summer
837,Winter
838,Spring
839,Spring
840,Spring
841,Summer
842,Summer
843,Spring
844,Summer
845,Winter
846,Winter
847,Spring
848,Fall
849,Fall
850,Spring
851,Winter
852,Summer
853,Spring
854,Winter
855,Spring
856,Spring
857,Summer
858,Fall
859,Fall
860,Winter
861,Spring
862,Spring
863,Winter
864,Summer
865,Winter
866,Winter
867,Summer
868,Spring
869,Summer
870,Spring
871,Fall
872,Spring
873,Spring
874,Summer
875,Fall
876,Summer
877,Summer
878,Winter
879,Summer
880,Spring
881,Spring
882,Summer
883,Fall
884,Fall
885,Winter
886,Fall
887,Summer
888,Winter
889,Spring
890,Fall
891,Spring
892,Summer
893,Summer
894,Spring
895,Spring
896,Spring
897,Spring
898,Spring
899,Spring
900,Summer
901,Fall
902,Summer
903,Summer
904,Winter
905,Spring
906,Spring
907,Spring
908,Winter
909,Winter
910,Fall
911,Spring
912,Winter
913,Winter
914,Fall
915,Summer
916,Winter
917,Spring
918,Spring
919,Spring
920,Winter
921,Summer
922,Summer
923,Fall
924,Spring
925,Winter
926,Winter
927,Spring
928,Summer
929,Winter
930,Fall
931,Fall
932,Winter
933,Winter
934,Spring
935,Spring
936,Fall
937,Summer
938,Summer
939,Fall
940,Winter
941,Spring
942,Winter
943,Winter
944,Winter
945,Spring
946,Summer
947,Spring
948,Winter
949,Summer
950,Summer
951,Winter
952,Summer
953,Fall
954,Spring
955,Fall
956,Summer
957,Spring
958,Spring
959,Winter
960,Spring
961,Spring
962,Fall
963,Spring
964,Spring
965,Spring
966,Spring
967,Spring
968,Summer
969,Summer
970,Fall
971,Winter
972,Summer
973,Winter
974,Fall
975,Spring
976,Summer
977,Fall
978,Spring
979,Summer
980,Fall
981,Spring
982,Spring
983,Summer
984,Winter
985,Summer
986,Fall
987,Spring
988,Summer
989,Winter
990,Spring
991,Spring
992,Spring
993,Winter
994,Winter
995,Fall
996,Spring
997,Summer
998,Spring
999,Spring
1000,Spring
1001,Winter
1002,Fall
1003,Spring
1004,Fall
1005,Summer
1006,Winter
1007,Summer
1008,Spring
1009,Spring
1010,Summer
1011,Spring
1012,Spring
1013,Summer
1014,Summer
1015,Summer
1016,Summer
1017,Summer
1018,Fall
1019,Spring
1020,Winter
1021,Fall
1022,Winter
1023,Winter
1024,Winter
1025,Summer
1026,Winter
1027,Winter
1028,Summer
1029,Summer
1030,Spring
1031,Winter
1032,Spring
1033,Fall
1034,Spring
1035,Fall
1036,Fall
1037,Fall
1038,Spring
1039,Fall
1040,Fall
1041,Fall
1042,Summer
1043,Spring
1044,Spring
1045,Summer
1046,Fall
1047,Winter
1048,Fall
1049,Fall
1050,Fall
1051,Winter
1052,Fall
1053,Fall
1054,Spring
1055,Winter
1056,Spring
1057,Winter
1058,Spring
1059,Summer
1060,Winter
1061,Summer
1062,Summer
1063,Fall
1064,Summer
1065,Spring
1066,Spring
1067,Winter
1068,Summer
1069,Fall
1070,Fall
1071,Summer
1072,Summer
1073,Fall
1074,Spring
1075,Fall
1076,Summer
1077,Spring
1078,Winter
1079,Fall
1080,Summer
1081,Fall
1082,Spring
1083,Winter
1084,Summer
1085,Fall
1086,Winter
1087,Winter
1088,Winter
1089,Winter
1090,Spring
1091,Spring
1092,Spring
1093,Spring
1094,Winter
1095,Winter
1096,Summer
1097,Fall
1098,Summer
1099,Spring
1100,Fall
1101,Spring
1102,Fall
1103,Fall
1104,Spring
1105,Fall
1106,Spring
1107,Winter
1108,Fall
1109,Fall
1110,Winter
1111,Fall
1112,Summer
1113,Spring
1114,Summer
1115,Fall
1116,Fall
1117,Winter
1118,Spring
1119,Summer
1120,Spring
1121,Winter
1122,Fall
1123,Spring
1124,Fall
1125,Spring
1126,Summer
1127,Winter
1128,Spring
1129,Winter
1130,Winter
1131,Summer
1132,Spring
1133,Spring
1134,Winter
1135,Summer
1136,Winter
1137,Summer
1138,Winter
1139,Summer
1140,Spring
1141,Winter
1142,Winter
1143,Spring
1144,Winter
1145,Fall
1146,Summer
1147,Summer
1148,Winter
1149,Spring
1150,Spring
1151,Winter
1152,Spring
1153,Fall
1154,Summer
1155,Spring
1156,Fall
1157,Summer
1158,Fall
1159,Summer
1160,Fall
1161,Summer
1162,Fall
1163,Winter
1164,Summer
1165,Winter
1166,Winter
1167,Winter
1168,Summer
1169,Summer
1170,Fall
1171,Spring
1172,Spring
1173,Spring
1174,Winter
1175,Winter
1176,Spring
1177,Winter
1178,Spring
1179,Spring
1180,Summer
1181,Spring
1182,Summer
1183,Spring
1184,Spring
1185,Fall
1186,Spring
1187,Summer
1188,Fall
1189,Summer
1190,Summer
1191,Winter
1192,Winter
1193,Summer
1194,Fall
1195,Winter
1196,Winter
1197,Winter
1198,Fall
1199,Summer
1200,Fall
1201,Winter
1202,Summer
1203,Spring
1204,Winter
1205,Spring
1206,Spring
1207,Fall
1208,Summer
1209,Winter
1210,Winter
1211,Fall
1212,Spring
1213,Summer
1214,Spring
1215,Fall
1216,Winter
1217,Summer
1218,Fall
1219,Spring
1220,Winter
1221,Winter
1222,Winter
1223,Fall
1224,Winter
1225,Summer
1226,Fall
1227,Fall
1228,Spring
1229,Winter
1230,Winter
1231,Spring
1232,Spring
1233,Summer
1234,Winter
1235,Fall
1236,Spring
1237,Summer
1238,Spring
1239,Winter
1240,Spring
1241,Winter
1242,Winter
1243,Summer
1244,Spring
1245,Summer
1246,Fall
1247,Winter
1248,Spring
1249,Winter
1250,Winter
1251,Winter
1252,Spring
1253,Fall
1254,Winter
1255,Spring
1256,Fall
1257,Winter
1258,Spring
1259,Spring
1260,Fall
1261,Spring
1262,Summer
1263,Winter
1264,Winter
1265,Winter
1266,Spring
1267,Fall
1268,Spring
1269,Winter
1270,Spring
1271,Fall
1272,Spring
1273,Winter
1274,Spring
1275,Spring
1276,Fall
1277,Spring
1278,Spring
1279,Fall
1280,Fall
1281,Winter
1282,Spring
1283,Winter
1284,Winter
1285,Spring
1286,Fall
1287,Winter
1288,Winter
1289,Winter
1290,Fall
1291,Spring
1292,Spring
1293,Summer
1294,Fall
1295,Summer
1296,Fall
1297,Spring
1298,Summer
1299,Summer
1300,Fall
1301,Spring
1302,Fall
1303,Fall
1304,Summer
1305,Spring
1306,Spring
1307,Winter
1308,Summer
1309,Summer
1310,Summer
1311,Winter
1312,Fall
1313,Winter
1314,Summer
1315,Summer
1316,Spring
1317,Spring
1318,Spring
1319,Spring
1320,Spring
1321,Fall
1322,Winter
1323,Winter
1324,Spring
1325,Summer
1326,Summer
1327,Spring
1328,Winter
1329,Winter
1330,Fall
1331,Fall
1332,Spring
1333,Spring
1334,Winter
1335,Spring
1336,Fall
1337,Spring
1338,Spring
1339,Winter
1340,Winter
1341,Fall
1342,Fall
1343,Summer
1344,Spring
1345,Fall
1346,Fall
1347,Winter
1348,Summer
1349,Spring
1350,Spring
1351,Fall
1352,Summer
1353,Spring
1354,Winter
1355,Spring
1356,Summer
1357,Spring
1358,Summer
1359,Spring
1360,Winter
1361,Fall
1362,Fall
1363,Fall
1364,Summer
1365,Fall
1366,Winter
1367,Fall
1368,Fall
1369,Summer
1370,Winter
1371,Summer
1372,Spring
1373,Fall
1374,Winter
1375,Fall
1376,Spring
1377,Spring
1378,Spring
1379,Fall
1380,Fall
1381,Winter
1382,Winter
1383,Winter
1384,Spring
1385,Fall
1386,Fall
1387,Fall
1388,Winter
1389,Spring
1390,Fall
1391,Summer
1392,Winter
1393,Spring
1394,Spring
1395,Fall
1396,Spring
1397,Winter
1398,Summer
1399,Summer
1400,Winter
1401,Fall
1402,Fall
1403,Summer
1404,Spring
1405,Winter
1406,Winter
1407,Spring
1408,Spring
1409,Winter
1410,Spring
1411,Summer
1412,Summer
1413,Summer
1414,Fall
1415,Summer
1416,Winter
1417,Summer
1418,Spring
1419,Summer
1420,Summer
1421,Summer
1422,Spring
1423,Fall
1424,Fall
1425,Fall
1426,Winter
1427,Summer
1428,Summer
1429,Summer
1430,Fall
1431,Summer
1432,Fall
1433,Winter
1434,Winter
1435,Summer
1436,Fall
1437,Winter
1438,Winter
1439,Spring
1440,Summer
1441,Spring
1442,Summer
1443,Spring
1444,Fall
1445,Fall
1446,Fall
1447,Summer
1448,Summer
1449,Summer
1450,Winter
1451,Winter
1452,Fall
1453,Spring
1454,Winter
1455,Winter
1456,Fall
1457,Spring
1458,Spring
1459,Spring
1460,Winter
1461,Fall
1462,Summer
1463,Summer
1464,Summer
1465,Winter
1466,Winter
1467,Summer
1468,Winter
1469,Fall
1470,Winter
1471,Spring
1472,Spring
1473,Spring
1474,Fall
1475,Fall
1476,Spring
1477,Fall
1478,Summer
1479,Summer
1480,Spring
1481,Fall
1482,Spring
1483,Spring
1484,Summer
1485,Summer
1486,Spring
1487,Spring
1488,Summer
1489,Winter
1490,Summer
1491,Spring
1492,Summer
1493,Summer
1494,Fall
1495,Spring
1496,Winter
1497,Winter
1498,Spring
1499,Summer
1500,Fall
1501,Summer
1502,Spring
1503,Summer
1504,Fall
1505,Winter
1506,Summer
1507,Fall
1508,Winter
1509,Spring
1510,Summer
1511,Fall
1512,Winter
1513,Winter
1514,Spring
1515,Winter
1516,Fall
1517,Winter
1518,Spring
1519,Winter
1520,Fall
1521,Summer
1522,Summer
1523,Spring
1524,Summer
1525,Summer
1526,Winter
1527,Summer
1528,Fall
1529,Spring
1530,Winter
1531,Spring
1532,Spring
1533,Winter
1534,Summer
1535,Summer
1536,Fall
1537,Summer
1538,Spring
1539,Fall
1540,Spring
1541,Winter
1542,Winter
1543,Winter
1544,Fall
1545,Spring
1546,Winter
1547,Summer
1548,Summer
1549,Summer
1550,Spring
1551,Summer
1552,Summer
1553,Spring
1554,Spring
1555,Winter
1556,Winter
1557,Fall
1558,Fall
1559,Fall
1560,Fall
1561,Winter
1562,Summer
1563,Winter
1564,Fall
1565,Summer
1566,Fall
1567,Winter
1568,Spring
1569,Spring
1570,Summer
1571,Winter
1572,Winter
1573,Summer
1574,Summer
1575,Spring
1576,Spring
1577,Spring
1578,Spring
1579,Winter
1580,Summer
1581,Summer
1582,Fall
1583,Spring
1584,Summer
1585,Spring
1586,Fall
1587,Fall
1588,Summer
1589,Winter
1590,Summer
1591,Winter
1592,Winter
1593,Summer
1594,Spring
1595,Summer
1596,Spring
1597,Fall
1598,Winter
1599,Fall
1600,Winter
1601,Spring
1602,Spring
1603,Winter
1604,Summer
1605,Summer
1606,Winter
1607,Spring
1608,Fall
1609,Fall
1610,Fall
1611,Spring
1612,Winter
1613,Summer
1614,Summer
1615,Summer
1616,Fall
1617,Spring
1618,Winter
1619,Summer
1620,Winter
1621,Winter
1622,Summer
1623,Winter
1624,Summer
1625,Winter
1626,Winter
1627,Summer
1628,Winter
1629,Winter
1630,Spring
1631,Summer
1632,Summer
1633,Summer
1634,Spring
1635,Summer
1636,Summer
1637,Fall
1638,Spring
1639,Spring
1640,Summer
1641,Spring
1642,Summer
1643,Spring
1644,Summer
1645,Summer
1646,Summer
1647,Summer
1648,Summer
1649,Summer
1650,Summer
1651,Winter
1652,Winter
1653,Summer
1654,Winter
1655,Spring
1656,Spring
1657,Spring
1658,Spring
1659,Spring
1660,Fall
1661,Winter
1662,Summer
1663,Winter
1664,Summer
1665,Spring
1666,Fall
1667,Summer
1668,Winter
1669,Summer
1670,Winter
1671,Fall
1672,Winter
1673,Fall
1674,Fall
1675,Winter
1676,Spring
1677,Winter
1678,Summer
1679,Summer
1680,Fall
1681,Summer
1682,Winter
1683,Fall
1684,Spring
1685,Spring
1686,Winter
1687,Fall
1688,Winter
1689,Winter
1690,Winter
1691,Summer
1692,Summer
1693,Winter
1694,Fall
1695,Summer
1696,Fall
1697,Spring
1698,Fall
1699,Winter
1700,Spring
1701,Fall
1702,Winter
1703,Summer
1704,Spring
1705,Summer
1706,Summer
1707,Spring
1708,Fall
1709,Spring
1710,Winter
1711,Fall
1712,Spring
1713,Fall
1714,Winter
1715,Summer
1716,Spring
1717,Winter
1718,Summer
1719,Winter
1720,Winter
1721,Winter
1722,Spring
1723,Summer
1724,Spring
1725,Winter
1726,Spring
1727,Summer
1728,Spring
1729,Fall
1730,Winter
1731,Fall
1732,Fall
1733,Winter
1734,Summer
1735,Spring
1736,Winter
1737,Summer
1738,Summer
1739,Spring
1740,Winter
1741,Fall
1742,Winter
1743,Spring
1744,Winter
1745,Winter
1746,Winter
1747,Summer
1748,Winter
1749,Winter
1750,Fall
1751,Fall
1752,Winter
1753,Winter
1754,Fall
1755,Fall
1756,Spring
1757,Fall
1758,Fall
1759,Winter
1760,Spring
1761,Spring
1762,Fall
1763,Summer
1764,Winter
1765,Summer
1766,Spring
1767,Winter
1768,Fall
1769,Summer
1770,Winter
1771,Fall
1772,Fall
1773,Summer
1774,Summer
1775,Spring
1776,Spring
1777,Summer
1778,Winter
1779,Winter
1780,Winter
1781,Summer
1782,Fall
1783,Fall
1784,Winter
1785,Summer
1786,Fall
1787,Spring
1788,Fall
1789,Summer
1790,Spring
1791,Summer
1792,Winter
1793,Fall
1794,Fall
1795,Spring
1796,Fall
1797,Spring
1798,Spring
1799,Winter
1800,Fall
1801,Winter
1802,Spring
1803,Winter
1804,Summer
1805,Winter
1806,Spring
1807,Fall
1808,Summer
1809,Spring
1810,Fall
1811,Fall
1812,Summer
1813,Summer
1814,Spring
1815,Summer
1816,Winter
1817,Summer
1818,Summer
1819,Fall
1820,Spring
1821,Fall
1822,Spring
1823,Summer
1824,Fall
1825,Winter
1826,Winter
1827,Winter
1828,Spring
1829,Spring
1830,Spring
1831,Winter
1832,Summer
1833,Fall
1834,Spring
1835,Summer
1836,Fall
1837,Fall
1838,Winter
1839,Fall
1840,Winter
1841,Winter
1842,Winter
1843,Summer
1844,Fall
1845,Spring
1846,Winter
1847,Summer
1848,Summer
1849,Winter
1850,Winter
1851,Winter
1852,Fall
1853,Winter
1854,Spring
1855,Spring
1856,Spring
1857,Summer
1858,Summer
1859,Spring
1860,Summer
1861,Summer
1862,Fall
1863,Winter
1864,Spring
1865,Fall
1866,Summer
1867,Winter
1868,Fall
1869,Spring
1870,Spring
1871,Spring
1872,Fall
1873,Summer
1874,Fall
1875,Fall
1876,Winter
1877,Fall
1878,Fall
1879,Summer
1880,Spring
1881,Fall
1882,Winter
1883,Winter
1884,Spring
1885,Summer
1886,Winter
1887,Spring
1888,Fall
1889,Winter
1890,Spring
1891,Spring
1892,Summer
1893,Fall
1894,Summer
1895,Fall
1896,Fall
1897,Fall
1898,Winter
1899,Fall
1900,Winter
1901,Summer
1902,Winter
1903,Spring
1904,Summer
1905,Spring
1906,Summer
1907,Spring
1908,Fall
1909,Winter
1910,Spring
1911,Fall
1912,Spring
1913,Winter
1914,Winter
1915,Fall
1916,Fall
1917,Winter
1918,Winter
1919,Summer
1920,Summer
1921,Spring
1922,Fall
1923,Summer
1924,Summer
1925,Fall
1926,Winter
1927,Spring
1928,Summer
1929,Summer
1930,Fall
1931,Spring
1932,Spring
1933,Spring
1934,Summer
1935,Winter
1936,Spring
1937,Summer
1938,Summer
1939,Spring
1940,Winter
1941,Fall
1942,Winter
1943,Fall
1944,Summer
1945,Winter
1946,Winter
1947,Summer
1948,Summer
1949,Winter
1950,Winter
1951,Summer
1952,Summer
1953,Summer
1954,Spring
1955,Winter
1956,Winter
1957,Winter
1958,Spring
1959,Winter
1960,Fall
1961,Summer
1962,Summer
1963,Fall
1964,Spring
1965,Summer
1966,Fall
1967,Winter
1968,Fall
1969,Spring
1970,Winter
1971,Spring
1972,Spring
1973,Summer
1974,Fall
1975,Winter
1976,Fall
1977,Spring
1978,Summer
1979,Spring
1980,Spring
1981,Winter
1982,Summer
1983,Summer
1984,Summer
1985,Summer
1986,Spring
1987,Summer
1988,Summer
1989,Winter
1990,Spring
1991,Spring
1992,Summer
1993,Winter
1994,Spring
1995,Fall
1996,Spring
1997,Summer
1998,Fall
1999,Fall
2000,Winter
2001,Winter
2002,Winter
2003,Summer
2004,Spring
2005,Fall
2006,Winter
2007,Fall
2008,Summer
2009,Spring
2010,Summer
2011,Summer
2012,Spring
2013,Fall
2014,Winter
2015,Summer
2016,Summer
2017,Winter
2018,Winter
2019,Fall
2020,Winter
2021,Winter
2022,Winter
2023,Winter
2024,Winter
2025,Fall
2026,Summer
2027,Winter
2028,Fall
2029,Fall
2030,Spring
2031,Summer
2032,Spring
2033,Winter
2034,Summer
2035,Spring
2036,Summer
2037,Winter
2038,Summer
2039,Spring
2040,Spring
2041,Spring
2042,Winter
2043,Spring
2044,Summer
2045,Spring
2046,Fall
2047,Winter
2048,Summer
2049,Winter
2050,Fall
2051,Summer
2052,Spring
2053,Winter
2054,Spring
2055,Spring
2056,Fall
2057,Spring
2058,Spring
2059,Winter
2060,Spring
2061,Fall
2062,Summer
2063,Fall
2064,Fall
2065,Summer
2066,Spring
2067,Fall
2068,Fall
2069,Summer
2070,Fall
2071,Spring
2072,Fall
2073,Winter
2074,Winter
2075,Summer
2076,Fall
2077,Fall
2078,Fall
2079,Spring
2080,Summer
2081,Fall
2082,Spring
2083,Summer
2084,Fall
2085,Summer
2086,Fall
2087,Summer
2088,Summer
2089,Spring
2090,Spring
2091,Winter
2092,Fall
2093,Fall
2094,Spring
2095,Spring
2096,Fall
2097,Summer
2098,Winter
2099,Summer
2100,Summer
2101,Spring
2102,Winter
2103,Spring
2104,Summer
2105,Spring
2106,Spring
2107,Fall
2108,Winter
2109,Winter
2110,Fall
2111,Spring
2112,Spring
2113,Fall
2114,Spring
2115,Winter
2116,Winter
2117,Summer
2118,Summer
2119,Fall
2120,Spring
2121,Fall
2122,Winter
2123,Fall
2124,Spring
2125,Fall
2126,Fall
2127,Winter
2128,Spring
2129,Fall
2130,Fall
2131,Summer
2132,Fall
2133,Fall
2134,Summer
2135,Winter
2136,Winter
2137,Summer
2138,Winter
2139,Fall
2140,Winter
